sentiment,title,review
2,Great Product!,"We gave the Staub to friends as a gift. They were absolutely delighted and made us dinner in it! Fabulous winter stew turned out wonderfully! The pot conducts heat perfectly, holds heat in to keep the food warm for long periods of time and is absolutely lovely sitting on the stove. All of us are delighted with the pot!"
1,Paranoid world view,"I first read this book back when it first came out, in the early 1990's I think it was. At the time I found to be a very poorly written and very clumsy novel. I have read some of the author's other works and find his paranoid world view to be more than I can take. I recently tried re-reading this particular book again and find it even harder to read than my first attempt. It is not something I would recommend to any one."
2,Perfect compliment to What To Expect,Takes the nutrition aspect of preganancy one step further. A great addition to the other pregnancy books. It give you ideas and tips for how to eat what you already know you need to eat.
2,Jack Hill directs this little bizarre classic film!,"One of the last films in Lon Chaney Jr.s career. The great Sid Haig is in this film as well. Carol Ohmart steals the show as a spider obsessed vixen who, with a net and knives, catches any intruder with her personal spider web. Watch out for the ending!"
2,Satisfied,Delivery good. Aircast works. Good quality of materials.Playing golf without pain once again.
1,Save your money.,This book is dated in its information and outdated at the same time. I purchased this book years ago and after reading it was very disappointed. The constant raving about Nixon got tiresome and the technological aspects do not apply to today's technology advancements. This book rates with Abbie Hoffman's Steal This Book. Lame. Save your money and buy a military manual or at the very least something that is up to date and not political. Also the recipes in this book are very dangerous and I question even if they would work half way.
1,What the hell Happened?,"I'd have to say that blink 182 sucks now. Their older stuff was much better. Their first release was probably the best.I HATE PEOPLE WHO CALL THEM PUNK NOW. THEY AREN'T PUNK AT ALL. THE BAND EVEN CALLS THEMSELVES PUNK. THAT IS SO ANNOYING. This cd and band is horrible. After this cd and selling out, I lost my interest in the band. They were much better AND MORE PUNK with the old drummer. This band used to be good and now are just for teenybopper girls and homosexual boys. For some of the other reviews, blink 182 isn't the only band that writes their own music and plays their own instruments. If you want real punk, try Bad Religion (The best punk band ever), Pennywise, NOFX, MXPX, Good Riddance, Descendents (which blink 182 does NOT sound like), and any other REAL punk band. BLINK 182 IS NOTHING BUT A JOKE!"
2,Recipes are great.,"I really liked the idea of a year of recipes, but having tried this out for a week so far, I've found it lacking. Although I loved the idea of a weekly grocery list, this makes skipping recipes impossible, which I have to sometimes because they call for equipment that I don't own (like a BBQ grill) or foods that I can't eat, and the portion sizes vary tremendously. However, all the recipes for the first week I tried were delicious and not too complicated."
1,RIPOFF!,"How can anyone expect to pay almost $20 for this? I think that it's an insult to anyone who considers themselves a Springsteen fan, whether old or young, for the record company to reduce his finest work (his first 5 albums) to one lousy CD. C'mon, 2 songs from the River?!!! If this isn't a blatant attempt by Columbia to ride on the coattails of Bruce & E Street's recent tour success, then I don't know what is. Save your money."
2,An amazing story full of the truth that no one faces,"Not very many people face and recognize how many teenagers face pregnancy. But Plummer has told so trufully a story of one of the many teenagers that are told that they are pregnant. I read this book in two days because I couldn't put it down, not even to eat and sleep! I love how Plummer has told this story with not only two peoples point of views, but three. This book is truly amazing!"
1,Forget about buying this,Not worth the $5.99 I paid for it. Rent it or watch it online first before you buy. I had a hard time staying awake.
2,Works very well,"I purchased this card for a Kodak digital camera. It works just great! On a 4mp camera, the 2gb card gives me over 1700 pics, or 88 minutes of video. Not bad! It seems to work very well. Well worth the money"
2,A WILD AND WOOLEY TAIL,Black Sheep is one of those movies that when it starts you think you wont like it but then it becomes so endearingly loopy you end up going along with this wild and wooley tail(tail not tale on purpose).Who can resist a scene with a sheep driving a truck.And where else can you see a victim fight off a killer sheep with his own dismembered leg.Another scene involves gassy sheep and a zippo lighter.Our hero tries to crawl past the mutant sheep covered in lamb wool only to have an amorous male sheep take special interest in him.The movie has enough wacky elements to make it fun to watch and for those who need it it also has buckets of gore and i am proud of myself that i made it through this review without mimicing a bleating sheep.
1,can't play DVD - incompatible with my DVD players,"Could not play the DVDs. They were incompatible with our DVD players. Source was ?? ""German"" and required a ""password"" of some kind. Would still like to get a useable copy of Scarlet."
1,First-gen TabletPC to avoid.,"It's not the worst tablet to own, but it doesn't hit any of the sweet spots for a tablet other than WiFi abilities.1) It's not convertible, so you have to buy a USB keyboard for data entry.2) It's not using WindowsXP for Tablets, so you don't get the integration of Microsoft's specific handwriting recognition abilities.3) The hardware is pitiful, clearly offering power-saving compromises to overcome some engineering problems. The CPU is slow, the RAM is limited, and your hard drive isn't exactly fast or large.The best of the first-gen tablets was the Fujitsu Stylistic, but it cost twice as much. Of course, it also had twice as much ability. For tablet shoppers, the second-gen offers WindowsXP for Tablets, Office 2003 with OneNote (really leverages the tablet's strong points), better CPU selections and more mature engineering (convertibles!). Toshiba's Portege 3500 is probably the best tablet in the second generation, and that's the one you buy.Fred"
1,Boring read...,"I was very disappointed with this book. The book is represented as a book about Russet's father, this was not the case. The book details the life of Tim Russet rather than his father. Although many references were made about his father is was not about him. I bought this book to learn about being in WWII and the ""greatest generation"", Big Russ' generation. If you are a Tim Russet fan and wish to learn more about him and his Democrat background this book is for you."
